Country,StockCode,Description,Amount,Rank
Spain,85019B,BLOSSOM  IMAGES NOTEBOOK SET,55.5,205.0
France,21918,SET 12 KIDS COLOUR  CHALK STICKS,55.44,611.5
Netherlands,22345,PARTY PIZZA DISH BLUE POLKADOT,55.44,604.0
EIRE,22028,PENNY FARTHING BIRTHDAY CARD,55.44,831.5
EIRE,21519,GIN & TONIC DIET GREETING CARD ,55.44,831.5
France,21917,SET 12 KIDS  WHITE CHALK STICKS,55.44,611.5
France,15058C,ICE CREAM DESIGN GARDEN PARASOL,55.4,613.0
Netherlands,15058C,ICE CREAM DESIGN GARDEN PARASOL,55.4,605.0
Channel Islands,21756,BATH BUILDING BLOCK WORD,55.35,90.0
Portugal,22113,GREY HEART HOT WATER BOTTLE,55.25,150.0
Spain,22940,FELTCRAFT CHRISTMAS FAIRY,55.25,206.0
EIRE,22199,FRYING PAN RED RETROSPOT,55.25,833.0
EIRE,22233,JIGSAW RABBIT AND BIRDHOUSE,55.199999999999996,834.0
Switzerland,21210,SET OF 72 RETROSPOT PAPER  DOILIES,55.1,255.0
United Kingdom,90023,FILIGREE DIAMANTE EARRINGS,55.019999999999996,3375.0
France,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,55.0,614.0
United Kingdom,84750B,BLACK SMALL GLASS CAKE STAND,54.99000000000001,3376.0
Netherlands,22963,JAM JAR WITH GREEN LID,54.96000000000001,606.0
France,21890,S/6 WOODEN SKITTLES IN COTTON BAG,54.900000000000006,615.0
Germany,22396,MAGNETS PACK OF 4 RETRO PHOTO,54.839999999999996,718.0
United Kingdom,90014A,SILVER M.O.P. ORBIT NECKLACE,54.8,3377.0
France,22609,PENS ASSORTED SPACEBALL,54.72,616.0
France,22567,20 DOLLY PEGS RETROSPOT,54.65,617.0
United Kingdom,22541,MINI JIGSAW LEAP FROG,54.65,3378.0
United Kingdom,90071,RUBY GLASS CLUSTER EARRINGS,54.61999999999996,3379.0
Spain,84817,DANISH ROSE DECORATIVE PLATE,54.60000000000001,207.0
Belgium,85032B,BLOSSOM IMAGES GIFT WRAP SET,54.60000000000001,168.0
Germany,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,54.60000000000001,719.0
United Kingdom,21336,GOLD WASHBAG,54.57000000000001,3380.0
Portugal,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,54.45000000000001,151.0
Spain,22111,SCOTTIE DOG HOT WATER BOTTLE,54.45,208.0
Italy,21755,LOVE BUILDING BLOCK WORD,54.45,74.0
Israel,22139,RETROSPOT TEA SET CERAMIC 11 PC ,54.45,36.0
Unspecified,22138,BAKING SET 9 PIECE RETROSPOT ,54.45,5.0
Germany,22474,SPACEBOY TV DINNER TRAY,54.45,720.0
Norway,21756,BATH BUILDING BLOCK WORD,54.45,179.0
United Kingdom,90040C,MURANO STYLE GLASS BRACELET GOLD,54.41999999999999,3381.0
United Kingdom,20759,CHRYSANTHEMUM POCKET BOOK ,54.4,3382.0
Spain,21238,RED RETROSPOT CUP,54.39999999999999,209.0
Germany,21058,PARTY INVITES WOODLAND,54.39999999999999,721.0
United Kingdom,90040A,MURANO STYLE GLASS BRACELET RED,54.290000000000006,3383.0
Germany,11001,ASSTD DESIGN RACING CAR PEN,54.08,722.5
Germany,21135,VICTORIAN  METAL POSTCARD SPRING,54.08,722.5
Unspecified,11001,ASSTD DESIGN RACING CAR PEN,54.08,6.0
Belgium,21135,VICTORIAN  METAL POSTCARD SPRING,54.08,169.0
Switzerland,21244,BLUE POLKADOT PLATE ,54.08,256.0
France,21245,GREEN POLKADOT PLATE ,54.08,618.0
France,22795,SWEETHEART RECIPE BOOK STAND,54.0,620.5
Germany,23177,TREASURE ISLAND BOOK BOX,54.0,725.5
Cyprus,21110,LARGE CAKE TOWEL PINK SPOTS,54.0,40.0
Germany,21906,PHARMACIE FIRST AID TIN,54.0,725.5
France,21577,SAVE THE PLANET COTTON TOTE BAG,54.0,620.5
Channel Islands,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,54.0,91.0
France,22842,BISCUIT TIN VINTAGE RED,54.0,620.5
United Kingdom,20793,BLUE TILED TRAY,54.0,3384.5
Hong Kong,21906,PHARMACIE FIRST AID TIN,54.0,66.0
EIRE,23177,TREASURE ISLAND BOOK BOX,54.0,836.0
Belgium,23176,ABC TREASURE BOOK BOX ,54.0,170.0
European Community,22842,BISCUIT TIN VINTAGE RED,54.0,2.5
European Community,22843,BISCUIT TIN VINTAGE GREEN,54.0,2.5
France,22179,SET 10 NIGHT OWL LIGHTS,54.0,620.5
Germany,22179,SET 10 NIGHT OWL LIGHTS,54.0,725.5
EIRE,23193,BUFFALO BILL TREASURE BOOK BOX,54.0,836.0
Germany,21581,SKULLS  DESIGN  COTTON TOTE BAG,54.0,725.5
United Kingdom,79323B,BLACK CHERRY LIGHTS,54.0,3384.5
Finland,21115,ROSE CARAVAN DOORSTOP,54.0,69.0
EIRE,21906,PHARMACIE FIRST AID TIN,54.0,836.0
Portugal,23240,SET OF 4 KNICK KNACK TINS DOILY ,53.95,152.0
United Kingdom,90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,53.760000000000005,3386.0
EIRE,21382,SET/4 SPRING FLOWER DECORATION,53.7,838.0
Germany,23079,TOADSTOOL BEDSIDE LIGHT ,53.699999999999996,728.0
EIRE,23079,TOADSTOOL BEDSIDE LIGHT ,53.699999999999996,839.0
Belgium,21055,TOOL BOX SOFT TOY ,53.699999999999996,171.0
Poland,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,53.64,34.5
Poland,22057,CERAMIC PLATE STRAWBERRY DESIGN,53.64,34.5
Belgium,37448,CERAMIC CAKE DESIGN SPOTTED MUG,53.64,172.0
Italy,22558,CLOTHES PEGS RETROSPOT PACK 24 ,53.64,75.0
United Kingdom,90035A,"PEARL & SHELL 42""NECKL. GREEN",53.62,3387.0
Italy,21756,BATH BUILDING BLOCK WORD,53.550000000000004,76.5
Italy,21754,HOME BUILDING BLOCK WORD,53.550000000000004,76.5
Belgium,20679,EDWARDIAN PARASOL RED,53.550000000000004,173.0
Switzerland,22320,BIRDS MOBILE VINTAGE DESIGN,53.550000000000004,257.5
Poland,15056N,EDWARDIAN PARASOL NATURAL,53.550000000000004,36.0
Spain,22320,BIRDS MOBILE VINTAGE DESIGN,53.550000000000004,210.5
France,21754,HOME BUILDING BLOCK WORD,53.550000000000004,623.5
United Kingdom,20851,ZINC HEART LATTICE TRAY OVAL ,53.550000000000004,3388.0
Norway,20679,EDWARDIAN PARASOL RED,53.550000000000004,180.5
Norway,15056BL,EDWARDIAN PARASOL BLACK,53.550000000000004,180.5
Switzerland,20679,EDWARDIAN PARASOL RED,53.550000000000004,257.5
Spain,21755,LOVE BUILDING BLOCK WORD,53.550000000000004,210.5
France,23534,WALL ART STOP FOR TEA ,53.550000000000004,623.5
Portugal,21754,HOME BUILDING BLOCK WORD,53.550000000000004,153.0
Portugal,23205,CHARLOTTE BAG VINTAGE ALPHABET ,53.55,154.0
United Kingdom,47586A,PINK FAIRY CAKE CUSHION COVER,53.55,3389.0
United Kingdom,20697,LITTLE GREEN MONSTER SOFT TOY,53.54999999999999,3390.0
United Kingdom,20760,GARDEN PATH POCKET BOOK,53.54999999999998,3391.0
United Kingdom,90123B,TURQUOISE HEART OF GLASS BRACELET,53.42,3392.0
France,23365,SET 12 COLOUR PENCILS LOVE LONDON,53.3,625.0
EIRE,84817,DANISH ROSE DECORATIVE PLATE,53.28,840.0
United Kingdom,90211B,JET BLACK LAS VEGAS NECKLACE 45CM,53.260000000000005,3393.0
Spain,47566B,TEA TIME PARTY BUNTING,53.25000000000001,212.0
EIRE,23099,FRENCH CARRIAGE LANTERN,53.2,841.0
United Kingdom,90214E,"LETTER ""E"" BLING KEY RING",53.199999999999974,3394.0
Germany,22317,FIVE CATS HANGING DECORATION,53.10000000000001,732.5
Australia,22175,PINK OWL SOFT TOY,53.10000000000001,445.5
Germany,22453,MEASURING TAPE BABUSHKA BLUE,53.10000000000001,732.5
Germany,22274,FELTCRAFT DOLL EMILY,53.10000000000001,732.5
Channel Islands,22089,PAPER BUNTING VINTAGE PAISLEY,53.10000000000001,93.0
France,22274,FELTCRAFT DOLL EMILY,53.10000000000001,629.0
France,22272,FELTCRAFT DOLL MARIA,53.10000000000001,629.0
Italy,22271,FELTCRAFT DOLL ROSIE,53.10000000000001,78.0
Portugal,21164,HOME SWEET HOME METAL SIGN ,53.10000000000001,158.0
Switzerland,22698,PINK REGENCY TEACUP AND SAUCER,53.10000000000001,260.0
Spain,22744,MAKE YOUR OWN MONSOON CARD KIT,53.10000000000001,215.5
EIRE,22318,FIVE HEART HANGING DECORATION,53.10000000000001,843.0
Switzerland,22271,FELTCRAFT DOLL ROSIE,53.10000000000001,260.0
France,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,53.10000000000001,629.0
Spain,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,53.10000000000001,215.5
Spain,22312,OFFICE MUG WARMER POLKADOT,53.10000000000001,215.5
France,21739,COSY SLIPPER SHOES SMALL GREEN,53.10000000000001,629.0
Germany,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,53.10000000000001,732.5
Portugal,22311,OFFICE MUG WARMER BLACK+SILVER ,53.10000000000001,158.0
France,21696,SMALL SILVER TRELLIS CANDLEPOT,53.10000000000001,629.0
Portugal,22312,OFFICE MUG WARMER POLKADOT,53.10000000000001,158.0
Portugal,22313,OFFICE MUG WARMER PINK,53.10000000000001,158.0
Portugal,22314,OFFICE MUG WARMER CHOC+BLUE,53.10000000000001,158.0
Finland,21164,HOME SWEET HOME METAL SIGN ,53.10000000000001,72.0
Spain,22083,PAPER CHAIN KIT RETROSPOT,53.10000000000001,215.5
Belgium,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,53.10000000000001,174.5
Portugal,22413,METAL SIGN TAKE IT OR LEAVE IT ,53.10000000000001,158.0
Germany,21380,WOODEN HAPPY BIRTHDAY GARLAND,53.10000000000001,732.5
Switzerland,22445,PENCIL CASE LIFE IS BEAUTIFUL,53.10000000000001,260.0
Spain,21380,WOODEN HAPPY BIRTHDAY GARLAND,53.10000000000001,215.5
Portugal,85123A,WHITE HANGING HEART T-LIGHT HOLDER,53.10000000000001,158.0
Germany,22083,PAPER CHAIN KIT RETROSPOT,53.10000000000001,732.5
EIRE,85054,FRENCH ENAMEL POT W LID,53.10000000000001,843.0
Finland,21424,WOODLAND STORAGE BOX LARGE ,53.10000000000001,72.0
Belgium,22413,METAL SIGN TAKE IT OR LEAVE IT ,53.10000000000001,174.5
France,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,53.10000000000001,629.0
Finland,21733,RED HANGING HEART T-LIGHT HOLDER,53.10000000000001,72.0
Channel Islands,22667,RECIPE BOX RETROSPOT ,53.10000000000001,93.0
France,22361,GLASS JAR DAISY FRESH COTTON WOOL,53.10000000000001,629.0
Finland,22317,FIVE CATS HANGING DECORATION,53.10000000000001,72.0
Germany,21041,RED RETROSPOT OVEN GLOVE DOUBLE,53.10000000000001,732.5
Cyprus,22697,GREEN REGENCY TEACUP AND SAUCER,53.10000000000001,41.0
Finland,22318,FIVE HEART HANGING DECORATION,53.10000000000001,72.0
Netherlands,22804,CANDLEHOLDER PINK HANGING HEART,53.10000000000001,607.0
European Community,22314,OFFICE MUG WARMER CHOC+BLUE,53.10000000000001,4.0
Germany,15044D,RED PAPER PARASOL,53.10000000000001,732.5
Channel Islands,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,53.10000000000001,93.0
Australia,22495,SET OF 2 ROUND TINS CAMEMBERT ,53.10000000000001,445.5
Norway,21249,WOODLAND  HEIGHT CHART STICKERS ,53.10000000000001,182.0
EIRE,22317,FIVE CATS HANGING DECORATION,53.10000000000001,843.0
Spain,22358,KINGS CHOICE TEA CADDY ,53.10000000000001,215.5
Norway,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,53.1,183.0
Singapore,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,53.1,63.5
Germany,90201A,PURPLE ENAMEL FLOWER RING,53.1,739.0
Germany,90201D,GREEN ENAMEL FLOWER RING,53.1,739.0
France,22811,SET OF 6 T-LIGHTS CACTI ,53.1,633.5
Germany,90201B,BLACK ENAMEL FLOWER RING,53.1,739.0
Singapore,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,53.1,63.5
Singapore,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,53.1,63.5
Germany,22808,SET OF 6 T-LIGHTS EASTER CHICKS,53.1,739.0
Germany,35598B,BLACK CHRISTMAS TREE 60CM,53.1,739.0
Finland,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,53.1,75.0
Singapore,22084,PAPER CHAIN KIT EMPIRE,53.1,63.5
France,72799F,IVORY PILLAR CANDLE GOLD FLOCK,53.1,633.5
United Kingdom,21031,SPACE CADET BLACK,52.99,3395.0
Finland,21212,PACK OF 72 RETROSPOT CAKE CASES,52.800000000000004,76.0
Cyprus,84950,ASSORTED COLOUR T-LIGHT HOLDER,52.800000000000004,42.0
Belgium,21213,PACK OF 72 SKULL CAKE CASES,52.800000000000004,176.0
Spain,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,52.800000000000004,219.0
Belgium,22333,RETROSPOT PARTY BAG + STICKER SET,52.8,177.0
United Kingdom,20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,52.8,3396.0
Germany,22332,SKULLS PARTY BAG + STICKER SET,52.8,742.0
United Kingdom,90163B,WHITE ROSEBUD & PEARL NECKLACE,52.72,3397.0
United Kingdom,84452,METAL RABBIT LADDER EASTER ,52.7,3398.0
Iceland,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,52.64,22.0
Unspecified,21888,BINGO SET,52.5,7.0
Germany,22046,TEA PARTY  WRAPPING PAPER ,52.5,744.5
France,23395,BELLE JARDINIERE CUSHION COVER,52.5,636.5
Switzerland,21498,RED RETROSPOT WRAP ,52.5,262.0
Germany,22563,HAPPY STENCIL CRAFT,52.5,744.5
Germany,22705,WRAP GREEN PEARS ,52.5,744.5
France,23231,WRAP DOILEY DESIGN,52.5,636.5
Germany,22562,MONSTERS STENCIL CRAFT,52.5,744.5
Hong Kong,22380,TOY TIDY SPACEBOY  ,52.5,67.0
France,22751,FELTCRAFT PRINCESS OLIVIA DOLL,52.5,636.5
EIRE,84580,MOUSE TOY WITH PINK T-SHIRT,52.5,847.0
EIRE,22203,MILK PAN RED RETROSPOT,52.5,847.0
EIRE,22524,CHILDRENS GARDEN GLOVES BLUE,52.5,847.0
EIRE,21499,BLUE POLKADOT WRAP,52.5,847.0
Spain,23231,WRAP DOILEY DESIGN,52.5,220.5
United Kingdom,84842,HELLO SAILOR BATHROOM SET,52.5,3399.5
France,22045,SPACEBOY GIFT WRAP,52.5,636.5
EIRE,21498,RED RETROSPOT WRAP ,52.5,847.0
Spain,22750,FELTCRAFT PRINCESS LOLA DOLL,52.5,220.5
United Kingdom,90176D,DIAMANTE NECKLACE PURPLE,52.5,3399.5
United Kingdom,90138,WHITE/PINK MINI CRYSTALS NECKLACE,52.419999999999995,3401.0
United Kingdom,35265,COLOURFUL FLOWER FRUIT BOWL,52.20000000000001,3402.0
France,23147,SINGLE ANTIQUE ROSE HOOK IVORY,52.199999999999996,640.5
Channel Islands,22961,JAM MAKING SET PRINTED,52.199999999999996,96.5
France,23497,CLASSIC CHROME BICYCLE BELL ,52.199999999999996,640.5
Japan,22979,PANTRY WASHING UP BRUSH,52.199999999999996,141.5
Switzerland,22961,JAM MAKING SET PRINTED,52.199999999999996,264.0
Channel Islands,21210,SET OF 72 RETROSPOT PAPER  DOILIES,52.199999999999996,96.5
EIRE,22644,CERAMIC CHERRY CAKE MONEY BANK,52.199999999999996,851.5
Switzerland,84988,SET OF 72 PINK HEART PAPER DOILIES,52.199999999999996,264.0
Norway,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,52.199999999999996,184.0
Germany,22644,CERAMIC CHERRY CAKE MONEY BANK,52.199999999999996,749.0
Switzerland,22549,PICTURE DOMINOES,52.199999999999996,264.0
France,22949,36 DOILIES DOLLY GIRL,52.199999999999996,640.5
Channel Islands,22950,36 DOILIES VINTAGE CHRISTMAS,52.199999999999996,96.5
Poland,22969,HOMEMADE JAM SCENTED CANDLES,52.199999999999996,37.5
United Kingdom,23196,RETO LEAVES MAGNETIC SHOPPING LIST,52.199999999999996,3403.0
EIRE,23035,DOORKNOB CERAMIC IVORY,52.199999999999996,851.5
EIRE,21172,PARTY METAL SIGN ,52.199999999999996,851.5
Poland,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,52.199999999999996,37.5
Czech Republic,22231,JIGSAW TREE WITH BIRDHOUSE,52.199999999999996,3.0
Germany,22416,SET OF 36 DOILIES SPACEBOY DESIGN ,52.199999999999996,749.0
Belgium,22969,HOMEMADE JAM SCENTED CANDLES,52.199999999999996,179.0
Germany,23034,DRAWER KNOB CERAMIC BLACK,52.199999999999996,749.0
Germany,23498,CLASSIC BICYCLE CLIPS ,52.199999999999996,749.0
Japan,22644,CERAMIC CHERRY CAKE MONEY BANK,52.199999999999996,141.5
EIRE,84988,SET OF 72 PINK HEART PAPER DOILIES,52.199999999999996,851.5
Belgium,22549,PICTURE DOMINOES,52.199999999999996,179.0
Germany,22949,36 DOILIES DOLLY GIRL,52.199999999999996,749.0
France,22142,CHRISTMAS CRAFT WHITE FAIRY ,52.199999999999996,640.5
Belgium,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,52.199999999999996,179.0
Channel Islands,84988,SET OF 72 PINK HEART PAPER DOILIES,52.199999999999996,96.5
Singapore,23109,LED TEA LIGHTS,52.02,66.0
Austria,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,52.02,30.0
Belgium,23247,BISCUIT TIN 50'S CHRISTMAS,52.019999999999996,181.5
EIRE,23178,JAM CLOCK MAGNET,52.019999999999996,854.0
France,23236,DOILEY STORAGE TIN,52.019999999999996,643.0
Germany,23489,VINTAGE BELLS GARLAND,52.019999999999996,752.5
Norway,23247,BISCUIT TIN 50'S CHRISTMAS,52.019999999999996,185.0
Germany,23560,SET OF 6 RIBBONS COUNTRY STYLE,52.019999999999996,752.5
Belgium,23236,DOILEY STORAGE TIN,52.019999999999996,181.5
Switzerland,22436,12 COLOURED PARTY BALLOONS,52.0,266.0
Spain,22989,SET 2 PANTRY DESIGN TEA TOWELS,52.0,222.0
EIRE,23142,IVORY WIRE KITCHEN ORGANISER,52.0,855.0
Japan,22024,RAINY LADIES BIRTHDAY CARD,51.839999999999996,143.5
Australia,22715,CARD WEDDING DAY,51.839999999999996,449.0
Japan,22025,RING OF ROSES BIRTHDAY CARD,51.839999999999996,143.5
Australia,22025,RING OF ROSES BIRTHDAY CARD,51.839999999999996,449.0
Singapore,21519,GIN & TONIC DIET GREETING CARD ,51.839999999999996,67.5
Australia,22714,CARD BIRTHDAY COWBOY,51.839999999999996,449.0
Australia,22028,PENNY FARTHING BIRTHDAY CARD,51.839999999999996,449.0
Australia,21508,VINTAGE KID DOLLY CARD ,51.839999999999996,449.0
Singapore,21790,VINTAGE SNAP CARDS,51.839999999999996,67.5
United Kingdom,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,51.81,3404.0
United Kingdom,85028S,FRENCH CHATEAU SMALL FRUITBOWL,51.59999999999999,3405.5
United Kingdom,84251C,"GREETING CARD, TWO SISTERS.",51.59999999999999,3405.5
Israel,47566,PARTY BUNTING,51.45,37.0
France,21981,PACK OF 12 WOODLAND TISSUES ,51.41,644.0
Netherlands,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,51.39,608.0
United Kingdom,85008,SET OF 3 CONEY ISLAND OVAL BOXES,51.27000000000001,3407.0
United Kingdom,90087,CRYSTAL SEA HORSE PHONE CHARM,51.25999999999999,3408.0
United Kingdom,84597B,RETRO BROWN BALL ASHTRAY ,51.25,3409.0
France,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,51.15,645.0
Channel Islands,22192,BLUE DINER WALL CLOCK,51.0,103.5
Poland,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,51.0,40.0
Finland,22627,MINT KITCHEN SCALES,51.0,78.5
Channel Islands,22760,"TRAY, BREAKFAST IN BED",51.0,103.5
Portugal,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,51.0,162.0
EIRE,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,51.0,861.5
European Community,85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,51.0,5.5
Israel,22485,SET OF 2 WOODEN MARKET CRATES,51.0,38.0
Germany,84832,ZINC WILLIE WINKIE  CANDLE STICK,51.0,757.5
Channel Islands,84970S,HANGING HEART ZINC T-LIGHT HOLDER,51.0,103.5
Channel Islands,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,51.0,103.5
European Community,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,51.0,5.5
Belgium,21537,RED RETROSPOT PUDDING BOWL,51.0,185.0
Switzerland,21411,GINGHAM HEART  DOORSTOP RED,51.0,269.0
Finland,21537,RED RETROSPOT PUDDING BOWL,51.0,78.5
Belgium,22907,PACK OF 20 NAPKINS PANTRY DESIGN,51.0,185.0
Austria,22423,REGENCY CAKESTAND 3 TIER,51.0,31.0
Belgium,22960,JAM MAKING SET WITH JARS,51.0,185.0
EIRE,84688,BEACH HUT DESIGN BLACKBOARD,51.0,861.5
Finland,22960,JAM MAKING SET WITH JARS,51.0,78.5
EIRE,22626,BLACK KITCHEN SCALES,51.0,861.5
EIRE,21332,MOROCCAN BEATEN METAL MIRROR,51.0,861.5
Iceland,22497,SET OF 2 TINS VINTAGE BATHROOM ,51.0,24.0
Channel Islands,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,51.0,103.5
Iceland,22376,AIRLINE BAG VINTAGE JET SET WHITE,51.0,24.0
Poland,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,51.0,40.0
France,23342,MINT DINER WALL CLOCK,51.0,648.5
Unspecified,22485,SET OF 2 WOODEN MARKET CRATES,51.0,8.0
Channel Islands,21539,RED RETROSPOT BUTTER DISH,51.0,103.5
Channel Islands,22197,SMALL POPCORN HOLDER,51.0,103.5
Iceland,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,51.0,24.0
Hong Kong,21700,BIG DOUGHNUT FRIDGE MAGNETS,51.0,68.0
Channel Islands,22169,FAMILY ALBUM WHITE PICTURE FRAME,51.0,103.5
Poland,22627,MINT KITCHEN SCALES,51.0,40.0
Italy,20719,WOODLAND CHARLOTTE BAG,51.0,79.5
Channel Islands,21735,TWO DOOR CURIO CABINET,51.0,103.5
Belgium,22626,BLACK KITCHEN SCALES,51.0,185.0
EIRE,23341,PINK DINER WALL CLOCK,51.0,861.5
France,22485,SET OF 2 WOODEN MARKET CRATES,51.0,648.5
Germany,22168,ORGANISER WOOD ANTIQUE WHITE ,51.0,757.5
EIRE,22572,ROCKING HORSE GREEN CHRISTMAS ,51.0,861.5
Switzerland,22907,PACK OF 20 NAPKINS PANTRY DESIGN,51.0,269.0
Germany,79191C,RETRO PLASTIC ELEPHANT TRAY,51.0,757.5
Spain,22605,WOODEN CROQUET GARDEN SET,51.0,225.5
France,21058,PARTY INVITES WOODLAND,51.0,648.5
EIRE,22852,DOG BOWL VINTAGE CREAM,51.0,861.5
EIRE,22356,CHARLOTTE BAG PINK POLKADOT,51.0,861.5
Switzerland,22627,MINT KITCHEN SCALES,51.0,269.0
Spain,22625,RED KITCHEN SCALES,51.0,225.5
Spain,22636,CHILDS BREAKFAST SET CIRCUS PARADE,51.0,225.5
Spain,22891,TEA FOR ONE POLKADOT,51.0,225.5
Germany,22922,FRIDGE MAGNETS US DINER ASSORTED,51.0,757.5
Italy,85066,CREAM SWEETHEART MINI CHEST,51.0,79.5
Norway,22779,WOODEN OWLS LIGHT GARLAND ,51.0,187.0
Norway,22780,LIGHT GARLAND BUTTERFILES PINK,51.0,187.0
Germany,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,51.0,757.5
France,22371,AIRLINE BAG VINTAGE TOKYO 78,51.0,648.5
Spain,22780,LIGHT GARLAND BUTTERFILES PINK,51.0,225.5
Switzerland,23341,PINK DINER WALL CLOCK,51.0,269.0
Singapore,22193,RED DINER WALL CLOCK,51.0,69.5
Norway,22236,CAKE STAND 3 TIER MAGIC GARDEN,51.0,187.0
Switzerland,22760,"TRAY, BREAKFAST IN BED",51.0,269.0
Lebanon,22168,ORGANISER WOOD ANTIQUE WHITE ,51.0,10.5
Lebanon,22282,12 EGG HOUSE PAINTED WOOD,51.0,10.5
EIRE,20981,12 PENCILS TALL TUBE WOODLAND,51.0,861.5
EIRE,22606,WOODEN SKITTLES GARDEN SET,51.0,861.5
EIRE,79000,MOROCCAN TEA GLASS,51.0,861.5
Australia,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,51.0,452.5
Czech Republic,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,51.0,4.0
Germany,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,51.0,757.5
Spain,84826,ASSTD DESIGN 3D PAPER STICKERS,51.0,225.5
Belgium,22376,AIRLINE BAG VINTAGE JET SET WHITE,51.0,185.0
Germany,22857,ASSORTED EASTER GIFT TAGS,51.0,757.5
France,22526,WHEELBARROW FOR CHILDREN ,51.0,648.5
EIRE,22963,JAM JAR WITH GREEN LID,51.0,861.5
Channel Islands,22941,CHRISTMAS LIGHTS 10 REINDEER,51.0,103.5
Germany,21537,RED RETROSPOT PUDDING BOWL,51.0,757.5
Singapore,21533,RETROSPOT LARGE MILK JUG,51.0,69.5
Australia,22941,CHRISTMAS LIGHTS 10 REINDEER,51.0,452.5
France,22321,BIRD DECORATION RED RETROSPOT,51.0,648.5
Finland,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,51.0,78.5
Belgium,37475,SET/4 COLOURFUL MIXING BOWLS,50.94,188.0
Cyprus,22855,FINE WICKER HEART ,50.88,43.0
Germany,22343,PARTY PIZZA DISH RED RETROSPOT,50.879999999999995,762.0
Channel Islands,23007, SPACEBOY BABY GIFT SET,50.849999999999994,110.0
Channel Islands,22846,BREAD BIN DINER STYLE RED ,50.849999999999994,110.0
Norway,22846,BREAD BIN DINER STYLE RED ,50.849999999999994,189.0
Cyprus,22846,BREAD BIN DINER STYLE RED ,50.849999999999994,44.5
Cyprus,22847,BREAD BIN DINER STYLE IVORY,50.849999999999994,44.5
Italy,22846,BREAD BIN DINER STYLE RED ,50.849999999999994,81.0
Channel Islands,23008,DOLLY GIRL BABY GIFT SET,50.849999999999994,110.0
United Kingdom,20910,VINTAGE PHOTO ALBUM PARIS DAYS,50.8,3410.0
EIRE,22845,VINTAGE CREAM CAT FOOD CONTAINER,50.8,868.0
United Kingdom,17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,50.760000000000005,3411.0
United Kingdom,84534B,FAIRY CAKE NOTEBOOK A5 SIZE,50.72,3412.0
United Kingdom,72132,COLUMBIAN CUBE CANDLE,50.70000000000001,3413.0
Germany,22150,3 STRIPEY MICE FELTCRAFT,50.7,763.0
United Kingdom,90030C,BROWN KUKUI COCONUT SEED NECKLACE,50.7,3414.0
United Kingdom,35916B,BLUE FELT HANGING HEART WITH FLOWER,50.57000000000002,3415.0
Sweden,22865,HAND WARMER OWL DESIGN,50.400000000000006,113.0
EIRE,23439,HAND WARMER RED LOVE HEART,50.400000000000006,871.5
EIRE,20752,BLUE POLKADOT WASHING UP GLOVES,50.400000000000006,871.5
Norway,21750,LARGE SKULL WINDMILL,50.400000000000006,191.0
Denmark,20751,FUNKY WASHING UP GLOVES ASSORTED,50.400000000000006,81.5
